"","year","state","county_name","county_fips","party","candidatevotes","totalvotes"
"2210",2000,"IDAHO","MADISON",16065,"REPUBLICAN",7941,8970
"2213",2000,"IDAHO","MINIDOKA",16067,"DEMOCRAT",1344,6518
"2214",2000,"IDAHO","MINIDOKA",16067,"REPUBLICAN",4907,6518
"2217",2000,"IDAHO","NEZ PERCE",16069,"DEMOCRAT",4995,16021
"2218",2000,"IDAHO","NEZ PERCE",16069,"REPUBLICAN",10577,16021
"2221",2000,"IDAHO","ONEIDA",16071,"DEMOCRAT",307,1798
"2222",2000,"IDAHO","ONEIDA",16071,"REPUBLICAN",1426,1798
"2225",2000,"IDAHO","OWYHEE",16073,"DEMOCRAT",623,3188
"2226",2000,"IDAHO","OWYHEE",16073,"REPUBLICAN",2450,3188
"2229",2000,"IDAHO","PAYETTE",16075,"DEMOCRAT",1643,6858
"2230",2000,"IDAHO","PAYETTE",16075,"REPUBLICAN",4961,6858
"2233",2000,"IDAHO","POWER",16077,"DEMOCRAT",755,2709
"2234",2000,"IDAHO","POWER",16077,"REPUBLICAN",1872,2709
"2237",2000,"IDAHO","SHOSHONE",16079,"DEMOCRAT",2225,5385
"2238",2000,"IDAHO","SHOSHONE",16079,"REPUBLICAN",2879,5385
"2241",2000,"IDAHO","TETON",16081,"DEMOCRAT",720,2671
"2242",2000,"IDAHO","TETON",16081,"REPUBLICAN",1745,2671
"2245",2000,"IDAHO","TWIN FALLS",16083,"DEMOCRAT",5777,22530
"2246",2000,"IDAHO","TWIN FALLS",16083,"REPUBLICAN",15794,22530
"2249",2000,"IDAHO","VALLEY",16085,"DEMOCRAT",1129,3978
"2250",2000,"IDAHO","VALLEY",16085,"REPUBLICAN",2548,3978
"2253",2000,"IDAHO","WASHINGTON",16087,"DEMOCRAT",980,4070
"2254",2000,"IDAHO","WASHINGTON",16087,"REPUBLICAN",2899,4070
"2257",2000,"ILLINOIS","ADAMS",17001,"DEMOCRAT",12197,30109
"2258",2000,"ILLINOIS","ADAMS",17001,"REPUBLICAN",17331,30109
"2261",2000,"ILLINOIS","ALEXANDER",17003,"DEMOCRAT",2357,4022
"2262",2000,"ILLINOIS","ALEXANDER",17003,"REPUBLICAN",1588,4022
"2265",2000,"ILLINOIS","BOND",17005,"DEMOCRAT",3060,7032
"2266",2000,"ILLINOIS","BOND",17005,"REPUBLICAN",3804,7032
"2269",2000,"ILLINOIS","BOONE",17007,"DEMOCRAT",6481,15523
"2270",2000,"ILLINOIS","BOONE",17007,"REPUBLICAN",8617,15523
"2273",2000,"ILLINOIS","BROWN",17009,"DEMOCRAT",1077,2660
"2274",2000,"ILLINOIS","BROWN",17009,"REPUBLICAN",1529,2660
"2277",2000,"ILLINOIS","BUREAU",17011,"DEMOCRAT",7754,16823
"2278",2000,"ILLINOIS","BUREAU",17011,"REPUBLICAN",8526,16823
"2281",2000,"ILLINOIS","CALHOUN",17013,"DEMOCRAT",1310,2602
"2282",2000,"ILLINOIS","CALHOUN",17013,"REPUBLICAN",1229,2602
"2285",2000,"ILLINOIS","CARROLL",17015,"DEMOCRAT",3113,7177
"2286",2000,"ILLINOIS","CARROLL",17015,"REPUBLICAN",3835,7177
"2289",2000,"ILLINOIS","CASS",17017,"DEMOCRAT",2789,5899
"2290",2000,"ILLINOIS","CASS",17017,"REPUBLICAN",2968,5899
"2293",2000,"ILLINOIS","CHAMPAIGN",17019,"DEMOCRAT",35515,74285
"2294",2000,"ILLINOIS","CHAMPAIGN",17019,"REPUBLICAN",34645,74285
"2297",2000,"ILLINOIS","CHRISTIAN",17021,"DEMOCRAT",6799,14771
"2298",2000,"ILLINOIS","CHRISTIAN",17021,"REPUBLICAN",7537,14771
"2301",2000,"ILLINOIS","CLARK",17023,"DEMOCRAT",2932,7512
"2302",2000,"ILLINOIS","CLARK",17023,"REPUBLICAN",4398,7512
"2305",2000,"ILLINOIS","CLAY",17025,"DEMOCRAT",2212,6135
"2306",2000,"ILLINOIS","CLAY",17025,"REPUBLICAN",3789,6135
"2309",2000,"ILLINOIS","CLINTON",17027,"DEMOCRAT",6436,15427
"2310",2000,"ILLINOIS","CLINTON",17027,"REPUBLICAN",8588,15427
"2313",2000,"ILLINOIS","COLES",17029,"DEMOCRAT",8904,20093
"2314",2000,"ILLINOIS","COLES",17029,"REPUBLICAN",10495,20093
"2317",2000,"ILLINOIS","COOK",17031,"DEMOCRAT",1280547,1865907
"2318",2000,"ILLINOIS","COOK",17031,"REPUBLICAN",534542,1865907
"2321",2000,"ILLINOIS","CRAWFORD",17033,"DEMOCRAT",3333,8500
"2322",2000,"ILLINOIS","CRAWFORD",17033,"REPUBLICAN",4974,8500
"2325",2000,"ILLINOIS","CUMBERLAND",17035,"DEMOCRAT",1870,4975
"2326",2000,"ILLINOIS","CUMBERLAND",17035,"REPUBLICAN",2964,4975
"2329",2000,"ILLINOIS","DEKALB",17037,"DEMOCRAT",14798,33233
"2330",2000,"ILLINOIS","DEKALB",17037,"REPUBLICAN",17139,33233
"2333",2000,"ILLINOIS","DE WITT",17039,"DEMOCRAT",2870,7051
"2334",2000,"ILLINOIS","DE WITT",17039,"REPUBLICAN",3968,7051
"2337",2000,"ILLINOIS","DOUGLAS",17041,"DEMOCRAT",3215,8152
"2338",2000,"ILLINOIS","DOUGLAS",17041,"REPUBLICAN",4734,8152
"2341",2000,"ILLINOIS","DUPAGE",17043,"DEMOCRAT",152550,364362
"2342",2000,"ILLINOIS","DUPAGE",17043,"REPUBLICAN",201037,364362
"2345",2000,"ILLINOIS","EDGAR",17045,"DEMOCRAT",3216,8232
"2346",2000,"ILLINOIS","EDGAR",17045,"REPUBLICAN",4833,8232
"2349",2000,"ILLINOIS","EDWARDS",17047,"DEMOCRAT",978,3260
"2350",2000,"ILLINOIS","EDWARDS",17047,"REPUBLICAN",2212,3260
"2353",2000,"ILLINOIS","EFFINGHAM",17049,"DEMOCRAT",4225,14485
"2354",2000,"ILLINOIS","EFFINGHAM",17049,"REPUBLICAN",9855,14485
"2357",2000,"ILLINOIS","FAYETTE",17051,"DEMOCRAT",3886,9338
"2358",2000,"ILLINOIS","FAYETTE",17051,"REPUBLICAN",5200,9338
"2361",2000,"ILLINOIS","FORD",17053,"DEMOCRAT",2090,6153
"2362",2000,"ILLINOIS","FORD",17053,"REPUBLICAN",3889,6153
"2365",2000,"ILLINOIS","FRANKLIN",17055,"DEMOCRAT",10201,19212
"2366",2000,"ILLINOIS","FRANKLIN",17055,"REPUBLICAN",8490,19212
"2369",2000,"ILLINOIS","FULTON",17057,"DEMOCRAT",8940,16277
"2370",2000,"ILLINOIS","FULTON",17057,"REPUBLICAN",6936,16277
"2373",2000,"ILLINOIS","GALLATIN",17059,"DEMOCRAT",1878,3558
"2374",2000,"ILLINOIS","GALLATIN",17059,"REPUBLICAN",1591,3558
"2377",2000,"ILLINOIS","GREENE",17061,"DEMOCRAT",2490,5767
"2378",2000,"ILLINOIS","GREENE",17061,"REPUBLICAN",3129,5767
"2381",2000,"ILLINOIS","GRUNDY",17063,"DEMOCRAT",7516,16584
"2382",2000,"ILLINOIS","GRUNDY",17063,"REPUBLICAN",8709,16584
"2385",2000,"ILLINOIS","HAMILTON",17065,"DEMOCRAT",1943,4587
"2386",2000,"ILLINOIS","HAMILTON",17065,"REPUBLICAN",2519,4587
"2389",2000,"ILLINOIS","HANCOCK",17067,"DEMOCRAT",4256,9691
"2390",2000,"ILLINOIS","HANCOCK",17067,"REPUBLICAN",5134,9691
"2393",2000,"ILLINOIS","HARDIN",17069,"DEMOCRAT",1184,2637
"2394",2000,"ILLINOIS","HARDIN",17069,"REPUBLICAN",1366,2637
"2397",2000,"ILLINOIS","HENDERSON",17071,"DEMOCRAT",2030,3866
"2398",2000,"ILLINOIS","HENDERSON",17071,"REPUBLICAN",1708,3866
"2401",2000,"ILLINOIS","HENRY",17073,"DEMOCRAT",11921,23470
"2402",2000,"ILLINOIS","HENRY",17073,"REPUBLICAN",10896,23470
"2405",2000,"ILLINOIS","IROQUOIS",17075,"DEMOCRAT",4397,13424
"2406",2000,"ILLINOIS","IROQUOIS",17075,"REPUBLICAN",8685,13424
"2409",2000,"ILLINOIS","JACKSON",17077,"DEMOCRAT",11773,23090
"2410",2000,"ILLINOIS","JACKSON",17077,"REPUBLICAN",9823,23090
"2413",2000,"ILLINOIS","JASPER",17079,"DEMOCRAT",1815,5021
"2414",2000,"ILLINOIS","JASPER",17079,"REPUBLICAN",3119,5021
"2417",2000,"ILLINOIS","JEFFERSON",17081,"DEMOCRAT",6685,15360
"2418",2000,"ILLINOIS","JEFFERSON",17081,"REPUBLICAN",8362,15360
"2421",2000,"ILLINOIS","JERSEY",17083,"DEMOCRAT",4355,9413
"2422",2000,"ILLINOIS","JERSEY",17083,"REPUBLICAN",4699,9413
"2425",2000,"ILLINOIS","JO DAVIESS",17085,"DEMOCRAT",4585,10322
"2426",2000,"ILLINOIS","JO DAVIESS",17085,"REPUBLICAN",5304,10322
"2429",2000,"ILLINOIS","JOHNSON",17087,"DEMOCRAT",1928,5362
"2430",2000,"ILLINOIS","JOHNSON",17087,"REPUBLICAN",3285,5362
"2433",2000,"ILLINOIS","KANE",17089,"DEMOCRAT",60127,141405
"2434",2000,"ILLINOIS","KANE",17089,"REPUBLICAN",76996,141405
"2437",2000,"ILLINOIS","KANKAKEE",17091,"DEMOCRAT",19180,40183
"2438",2000,"ILLINOIS","KANKAKEE",17091,"REPUBLICAN",20049,40183
"2441",2000,"ILLINOIS","KENDALL",17093,"DEMOCRAT",8444,22769
"2442",2000,"ILLINOIS","KENDALL",17093,"REPUBLICAN",13688,22769
"2445",2000,"ILLINOIS","KNOX",17095,"DEMOCRAT",12572,23174
"2446",2000,"ILLINOIS","KNOX",17095,"REPUBLICAN",9912,23174
"2449",2000,"ILLINOIS","LAKE",17097,"DEMOCRAT",115058,242164
"2450",2000,"ILLINOIS","LAKE",17097,"REPUBLICAN",120988,242164
"2453",2000,"ILLINOIS","LASALLE",17099,"DEMOCRAT",23355,46007
"2454",2000,"ILLINOIS","LASALLE",17099,"REPUBLICAN",21276,46007
"2457",2000,"ILLINOIS","LAWRENCE",17101,"DEMOCRAT",2822,6578
"2458",2000,"ILLINOIS","LAWRENCE",17101,"REPUBLICAN",3594,6578
"2461",2000,"ILLINOIS","LEE",17103,"DEMOCRAT",6111,14620
"2462",2000,"ILLINOIS","LEE",17103,"REPUBLICAN",8069,14620
"2465",2000,"ILLINOIS","LIVINGSTON",17105,"DEMOCRAT",5829,15421
"2466",2000,"ILLINOIS","LIVINGSTON",17105,"REPUBLICAN",9187,15421
"2469",2000,"ILLINOIS","LOGAN",17107,"DEMOCRAT",4600,13065
"2470",2000,"ILLINOIS","LOGAN",17107,"REPUBLICAN",8141,13065
"2473",2000,"ILLINOIS","MCDONOUGH",17109,"DEMOCRAT",6080,13012
"2474",2000,"ILLINOIS","MCDONOUGH",17109,"REPUBLICAN",6465,13012
"2477",2000,"ILLINOIS","MCHENRY",17111,"DEMOCRAT",40698,106185
"2478",2000,"ILLINOIS","MCHENRY",17111,"REPUBLICAN",62112,106185
"2481",2000,"ILLINOIS","MCLEAN",17113,"DEMOCRAT",24936,60898
"2482",2000,"ILLINOIS","MCLEAN",17113,"REPUBLICAN",34008,60898
"2485",2000,"ILLINOIS","MACON",17115,"DEMOCRAT",24262,49499
"2486",2000,"ILLINOIS","MACON",17115,"REPUBLICAN",23830,49499
"2489",2000,"ILLINOIS","MACOUPIN",17117,"DEMOCRAT",11015,21389
"2490",2000,"ILLINOIS","MACOUPIN",17117,"REPUBLICAN",9749,21389
"2493",2000,"ILLINOIS","MADISON",17119,"DEMOCRAT",59077,111104
"2494",2000,"ILLINOIS","MADISON",17119,"REPUBLICAN",48821,111104
"2497",2000,"ILLINOIS","MARION",17121,"DEMOCRAT",8068,16663
"2498",2000,"ILLINOIS","MARION",17121,"REPUBLICAN",8240,16663
"2501",2000,"ILLINOIS","MARSHALL",17123,"DEMOCRAT",2570,5907
"2502",2000,"ILLINOIS","MARSHALL",17123,"REPUBLICAN",3145,5907
"2505",2000,"ILLINOIS","MASON",17125,"DEMOCRAT",3192,6772
"2506",2000,"ILLINOIS","MASON",17125,"REPUBLICAN",3411,6772
"2509",2000,"ILLINOIS","MASSAC",17127,"DEMOCRAT",2912,6744
"2510",2000,"ILLINOIS","MASSAC",17127,"REPUBLICAN",3676,6744
"2513",2000,"ILLINOIS","MENARD",17129,"DEMOCRAT",2164,6202
"2514",2000,"ILLINOIS","MENARD",17129,"REPUBLICAN",3862,6202
"2517",2000,"ILLINOIS","MERCER",17131,"DEMOCRAT",4400,8318
"2518",2000,"ILLINOIS","MERCER",17131,"REPUBLICAN",3688,8318
"2521",2000,"ILLINOIS","MONROE",17133,"DEMOCRAT",5797,13796
"2522",2000,"ILLINOIS","MONROE",17133,"REPUBLICAN",7632,13796
"2525",2000,"ILLINOIS","MONTGOMERY",17135,"DEMOCRAT",6542,13093
"2526",2000,"ILLINOIS","MONTGOMERY",17135,"REPUBLICAN",6226,13093
"2529",2000,"ILLINOIS","MORGAN",17137,"DEMOCRAT",5899,14334
"2530",2000,"ILLINOIS","MORGAN",17137,"REPUBLICAN",8058,14334
"2533",2000,"ILLINOIS","MOULTRIE",17139,"DEMOCRAT",2529,5725
"2534",2000,"ILLINOIS","MOULTRIE",17139,"REPUBLICAN",3058,5725
"2537",2000,"ILLINOIS","OGLE",17141,"DEMOCRAT",7673,20601
"2538",2000,"ILLINOIS","OGLE",17141,"REPUBLICAN",12325,20601
"2541",2000,"ILLINOIS","PEORIA",17143,"DEMOCRAT",38604,76812
"2542",2000,"ILLINOIS","PEORIA",17143,"REPUBLICAN",36398,76812
"2545",2000,"ILLINOIS","PERRY",17145,"DEMOCRAT",4862,9942
"2546",2000,"ILLINOIS","PERRY",17145,"REPUBLICAN",4802,9942
"2549",2000,"ILLINOIS","PIATT",17147,"DEMOCRAT",3488,8385
"2550",2000,"ILLINOIS","PIATT",17147,"REPUBLICAN",4619,8385
"2553",2000,"ILLINOIS","PIKE",17149,"DEMOCRAT",3198,8112
"2554",2000,"ILLINOIS","PIKE",17149,"REPUBLICAN",4706,8112
"2557",2000,"ILLINOIS","POPE",17151,"DEMOCRAT",927,2330
"2558",2000,"ILLINOIS","POPE",17151,"REPUBLICAN",1346,2330
"2561",2000,"ILLINOIS","PULASKI",17153,"DEMOCRAT",1518,3016
"2562",2000,"ILLINOIS","PULASKI",17153,"REPUBLICAN",1430,3016
"2565",2000,"ILLINOIS","PUTNAM",17155,"DEMOCRAT",1657,3179
"2566",2000,"ILLINOIS","PUTNAM",17155,"REPUBLICAN",1437,3179
"2569",2000,"ILLINOIS","RANDOLPH",17157,"DEMOCRAT",6794,14287
"2570",2000,"ILLINOIS","RANDOLPH",17157,"REPUBLICAN",7127,14287
"2573",2000,"ILLINOIS","RICHLAND",17159,"DEMOCRAT",2491,7428
"2574",2000,"ILLINOIS","RICHLAND",17159,"REPUBLICAN",4718,7428
"2577",2000,"ILLINOIS","ROCK ISLAND",17161,"DEMOCRAT",37957,65095
"2578",2000,"ILLINOIS","ROCK ISLAND",17161,"REPUBLICAN",25194,65095
"2581",2000,"ILLINOIS","ST. CLAIR",17163,"DEMOCRAT",55961,100393
"2582",2000,"ILLINOIS","ST. CLAIR",17163,"REPUBLICAN",42299,100393
"2585",2000,"ILLINOIS","SALINE",17165,"DEMOCRAT",5427,11650
"2586",2000,"ILLINOIS","SALINE",17165,"REPUBLICAN",5933,11650
"2589",2000,"ILLINOIS","SANGAMON",17167,"DEMOCRAT",38414,91485
"2590",2000,"ILLINOIS","SANGAMON",17167,"REPUBLICAN",50374,91485
"2593",2000,"ILLINOIS","SCHUYLER",17169,"DEMOCRAT",1587,3772
"2594",2000,"ILLINOIS","SCHUYLER",17169,"REPUBLICAN",2077,3772
"2597",2000,"ILLINOIS","SCOTT",17171,"DEMOCRAT",954,2469
"2598",2000,"ILLINOIS","SCOTT",17171,"REPUBLICAN",1458,2469
"2601",2000,"ILLINOIS","SHELBY",17173,"DEMOCRAT",4018,10163
"2602",2000,"ILLINOIS","SHELBY",17173,"REPUBLICAN",5851,10163
"2605",2000,"ILLINOIS","STARK",17175,"DEMOCRAT",1211,2989
"2606",2000,"ILLINOIS","STARK",17175,"REPUBLICAN",1694,2989
"2609",2000,"ILLINOIS","STEPHENSON",17177,"DEMOCRAT",8062,19378
"2610",2000,"ILLINOIS","STEPHENSON",17177,"REPUBLICAN",10715,19378
"2613",2000,"ILLINOIS","TAZEWELL",17179,"DEMOCRAT",25379,58348
"2614",2000,"ILLINOIS","TAZEWELL",17179,"REPUBLICAN",31537,58348
"2617",2000,"ILLINOIS","UNION",17181,"DEMOCRAT",3982,8660
"2618",2000,"ILLINOIS","UNION",17181,"REPUBLICAN",4397,8660
"2621",2000,"ILLINOIS","VERMILION",17183,"DEMOCRAT",15406,32100
"2622",2000,"ILLINOIS","VERMILION",17183,"REPUBLICAN",15783,32100
"2625",2000,"ILLINOIS","WABASH",17185,"DEMOCRAT",1987,5508
"2626",2000,"ILLINOIS","WABASH",17185,"REPUBLICAN",3406,5508
"2629",2000,"ILLINOIS","WARREN",17187,"DEMOCRAT",3524,7631
"2630",2000,"ILLINOIS","WARREN",17187,"REPUBLICAN",3899,7631
"2633",2000,"ILLINOIS","WASHINGTON",17189,"DEMOCRAT",2638,7138
"2634",2000,"ILLINOIS","WASHINGTON",17189,"REPUBLICAN",4353,7138
"2637",2000,"ILLINOIS","WAYNE",17191,"DEMOCRAT",2209,7693
"2638",2000,"ILLINOIS","WAYNE",17191,"REPUBLICAN",5347,7693
"2641",2000,"ILLINOIS","WHITE",17193,"DEMOCRAT",2958,7637
"2642",2000,"ILLINOIS","WHITE",17193,"REPUBLICAN",4521,7637
"2645",2000,"ILLINOIS","WHITESIDE",17195,"DEMOCRAT",12886,24837
"2646",2000,"ILLINOIS","WHITESIDE",17195,"REPUBLICAN",11252,24837
"2649",2000,"ILLINOIS","WILL",17197,"DEMOCRAT",90902,191670
"2650",2000,"ILLINOIS","WILL",17197,"REPUBLICAN",95828,191670
"2653",2000,"ILLINOIS","WILLIAMSON",17199,"DEMOCRAT",12192,26939
"2654",2000,"ILLINOIS","WILLIAMSON",17199,"REPUBLICAN",14012,26939
"2657",2000,"ILLINOIS","WINNEBAGO",17201,"DEMOCRAT",51981,109297
"2658",2000,"ILLINOIS","WINNEBAGO",17201,"REPUBLICAN",53816,109297
"2661",2000,"ILLINOIS","WOODFORD",17203,"DEMOCRAT",5529,16793
"2662",2000,"ILLINOIS","WOODFORD",17203,"REPUBLICAN",10905,16793
"2665",2000,"INDIANA","ADAMS",18001,"DEMOCRAT",3775,12590
"2666",2000,"INDIANA","ADAMS",18001,"REPUBLICAN",8555,12590
"2669",2000,"INDIANA","ALLEN",18003,"DEMOCRAT",41636,114320
"2670",2000,"INDIANA","ALLEN",18003,"REPUBLICAN",70426,114320
"2673",2000,"INDIANA","BARTHOLOMEW",18005,"DEMOCRAT",9015,25769
"2674",2000,"INDIANA","BARTHOLOMEW",18005,"REPUBLICAN",16200,25769
"2677",2000,"INDIANA","BENTON",18007,"DEMOCRAT",1328,3874
"2678",2000,"INDIANA","BENTON",18007,"REPUBLICAN",2441,3874
"2681",2000,"INDIANA","BLACKFORD",18009,"DEMOCRAT",2103,4893
"2682",2000,"INDIANA","BLACKFORD",18009,"REPUBLICAN",2699,4893
"2685",2000,"INDIANA","BOONE",18011,"DEMOCRAT",4763,18396
"2686",2000,"INDIANA","BOONE",18011,"REPUBLICAN",13161,18396
"2689",2000,"INDIANA","BROWN",18013,"DEMOCRAT",2608,6817
"2690",2000,"INDIANA","BROWN",18013,"REPUBLICAN",3871,6817
"2693",2000,"INDIANA","CARROLL",18015,"DEMOCRAT",2965,8268
"2694",2000,"INDIANA","CARROLL",18015,"REPUBLICAN",5102,8268
"2697",2000,"INDIANA","CASS",18017,"DEMOCRAT",5412,15106
"2698",2000,"INDIANA","CASS",18017,"REPUBLICAN",9305,15106
"2701",2000,"INDIANA","CLARK",18019,"DEMOCRAT",17360,37336
"2702",2000,"INDIANA","CLARK",18019,"REPUBLICAN",19417,37336
"2705",2000,"INDIANA","CLAY",18021,"DEMOCRAT",3605,10158
"2706",2000,"INDIANA","CLAY",18021,"REPUBLICAN",6393,10158
"2709",2000,"INDIANA","CLINTON",18023,"DEMOCRAT",3643,10991
"2710",2000,"INDIANA","CLINTON",18023,"REPUBLICAN",7141,10991
"2713",2000,"INDIANA","CRAWFORD",18025,"DEMOCRAT",1817,4209
"2714",2000,"INDIANA","CRAWFORD",18025,"REPUBLICAN",2327,4209
"2717",2000,"INDIANA","DAVIESS",18027,"DEMOCRAT",2697,9761
"2718",2000,"INDIANA","DAVIESS",18027,"REPUBLICAN",6872,9761
"2721",2000,"INDIANA","DEARBORN",18029,"DEMOCRAT",6020,17650
"2722",2000,"INDIANA","DEARBORN",18029,"REPUBLICAN",11452,17650
"2725",2000,"INDIANA","DECATUR",18031,"DEMOCRAT",2889,9171
"2726",2000,"INDIANA","DECATUR",18031,"REPUBLICAN",6115,9171
"2729",2000,"INDIANA","DEKALB",18033,"DEMOCRAT",4776,13785
"2730",2000,"INDIANA","DEKALB",18033,"REPUBLICAN",8701,13785
"2733",2000,"INDIANA","DELAWARE",18035,"DEMOCRAT",20876,44147
"2734",2000,"INDIANA","DELAWARE",18035,"REPUBLICAN",22105,44147
"2737",2000,"INDIANA","DUBOIS",18037,"DEMOCRAT",5090,15504
"2738",2000,"INDIANA","DUBOIS",18037,"REPUBLICAN",10134,15504
"2741",2000,"INDIANA","ELKHART",18039,"DEMOCRAT",16402,54482
"2742",2000,"INDIANA","ELKHART",18039,"REPUBLICAN",36756,54482
"2745",2000,"INDIANA","FAYETTE",18041,"DEMOCRAT",3415,8647
"2746",2000,"INDIANA","FAYETTE",18041,"REPUBLICAN",5060,8647
"2749",2000,"INDIANA","FLOYD",18043,"DEMOCRAT",13209,30030
"2750",2000,"INDIANA","FLOYD",18043,"REPUBLICAN",16486,30030
"2753",2000,"INDIANA","FOUNTAIN",18045,"DEMOCRAT",2717,7281
"2754",2000,"INDIANA","FOUNTAIN",18045,"REPUBLICAN",4408,7281
"2757",2000,"INDIANA","FRANKLIN",18047,"DEMOCRAT",2591,8339
"2758",2000,"INDIANA","FRANKLIN",18047,"REPUBLICAN",5587,8339
"2761",2000,"INDIANA","FULTON",18049,"DEMOCRAT",2960,8327
"2762",2000,"INDIANA","FULTON",18049,"REPUBLICAN",5218,8327
"2765",2000,"INDIANA","GIBSON",18051,"DEMOCRAT",5802,13772
"2766",2000,"INDIANA","GIBSON",18051,"REPUBLICAN",7734,13772
"2769",2000,"INDIANA","GRANT",18053,"DEMOCRAT",9712,26386
"2770",2000,"INDIANA","GRANT",18053,"REPUBLICAN",16153,26386
"2773",2000,"INDIANA","GREENE",18055,"DEMOCRAT",4898,12619
"2774",2000,"INDIANA","GREENE",18055,"REPUBLICAN",7452,12619
"2777",2000,"INDIANA","HAMILTON",18057,"DEMOCRAT",18002,75926
"2778",2000,"INDIANA","HAMILTON",18057,"REPUBLICAN",56372,75926
"2781",2000,"INDIANA","HANCOCK",18059,"DEMOCRAT",6503,22950
"2782",2000,"INDIANA","HANCOCK",18059,"REPUBLICAN",15943,22950
"2785",2000,"INDIANA","HARRISON",18061,"DEMOCRAT",5870,14896
"2786",2000,"INDIANA","HARRISON",18061,"REPUBLICAN",8711,14896
"2789",2000,"INDIANA","HENDRICKS",18063,"DEMOCRAT",10786,40221
"2790",2000,"INDIANA","HENDRICKS",18063,"REPUBLICAN",28651,40221
"2793",2000,"INDIANA","HENRY",18065,"DEMOCRAT",7647,18315
"2794",2000,"INDIANA","HENRY",18065,"REPUBLICAN",10321,18315
"2797",2000,"INDIANA","HOWARD",18067,"DEMOCRAT",12899,34095
"2798",2000,"INDIANA","HOWARD",18067,"REPUBLICAN",20331,34095
"2801",2000,"INDIANA","HUNTINGTON",18069,"DEMOCRAT",4119,14620
"2802",2000,"INDIANA","HUNTINGTON",18069,"REPUBLICAN",10113,14620
"2805",2000,"INDIANA","JACKSON",18071,"DEMOCRAT",5330,14602
"2806",2000,"INDIANA","JACKSON",18071,"REPUBLICAN",9054,14602
"2809",2000,"INDIANA","JASPER",18073,"DEMOCRAT",3744,11167
"2810",2000,"INDIANA","JASPER",18073,"REPUBLICAN",7212,11167
"2813",2000,"INDIANA","JAY",18075,"DEMOCRAT",3167,8030
"2814",2000,"INDIANA","JAY",18075,"REPUBLICAN",4687,8030
"2817",2000,"INDIANA","JEFFERSON",18077,"DEMOCRAT",5117,11931
"2818",2000,"INDIANA","JEFFERSON",18077,"REPUBLICAN",6582,11931
"2821",2000,"INDIANA","JENNINGS",18079,"DEMOCRAT",3549,9494
"2822",2000,"INDIANA","JENNINGS",18079,"REPUBLICAN",5732,9494
"2825",2000,"INDIANA","JOHNSON",18081,"DEMOCRAT",11952,42284
"2826",2000,"INDIANA","JOHNSON",18081,"REPUBLICAN",29404,42284
"2829",2000,"INDIANA","KNOX",18083,"DEMOCRAT",6300,15054
"2830",2000,"INDIANA","KNOX",18083,"REPUBLICAN",8485,15054
"2833",2000,"INDIANA","KOSCIUSKO",18085,"DEMOCRAT",5785,25284
"2834",2000,"INDIANA","KOSCIUSKO",18085,"REPUBLICAN",19040,25284
"2837",2000,"INDIANA","LAGRANGE",18087,"DEMOCRAT",2733,8333
"2838",2000,"INDIANA","LAGRANGE",18087,"REPUBLICAN",5437,8333
"2841",2000,"INDIANA","LAKE",18089,"DEMOCRAT",109078,175994
"2842",2000,"INDIANA","LAKE",18089,"REPUBLICAN",63389,175994
"2845",2000,"INDIANA","LAPORTE",18091,"DEMOCRAT",19736,39747
"2846",2000,"INDIANA","LAPORTE",18091,"REPUBLICAN",18994,39747
"2849",2000,"INDIANA","LAWRENCE",18093,"DEMOCRAT",5071,16142
"2850",2000,"INDIANA","LAWRENCE",18093,"REPUBLICAN",10677,16142
"2853",2000,"INDIANA","MADISON",18095,"DEMOCRAT",23403,52216
"2854",2000,"INDIANA","MADISON",18095,"REPUBLICAN",27956,52216
"2857",2000,"INDIANA","MARION",18097,"DEMOCRAT",134189,279903
"2858",2000,"INDIANA","MARION",18097,"REPUBLICAN",137810,279903
"2861",2000,"INDIANA","MARSHALL",18099,"DEMOCRAT",5541,16150
"2862",2000,"INDIANA","MARSHALL",18099,"REPUBLICAN",10266,16150
"2865",2000,"INDIANA","MARTIN",18101,"DEMOCRAT",1518,4609
"2866",2000,"INDIANA","MARTIN",18101,"REPUBLICAN",3008,4609
"2869",2000,"INDIANA","MIAMI",18103,"DEMOCRAT",4155,12928
"2870",2000,"INDIANA","MIAMI",18103,"REPUBLICAN",8401,12928
"2873",2000,"INDIANA","MONROE",18105,"DEMOCRAT",17523,40220
"2874",2000,"INDIANA","MONROE",18105,"REPUBLICAN",19147,40220
"2877",2000,"INDIANA","MONTGOMERY",18107,"DEMOCRAT",3899,13101
"2878",2000,"INDIANA","MONTGOMERY",18107,"REPUBLICAN",8891,13101
"2881",2000,"INDIANA","MORGAN",18109,"DEMOCRAT",6228,22036
"2882",2000,"INDIANA","MORGAN",18109,"REPUBLICAN",15286,22036
"2885",2000,"INDIANA","NEWTON",18111,"DEMOCRAT",2101,5510
"2886",2000,"INDIANA","NEWTON",18111,"REPUBLICAN",3250,5510
"2889",2000,"INDIANA","NOBLE",18113,"DEMOCRAT",4822,14216
"2890",2000,"INDIANA","NOBLE",18113,"REPUBLICAN",9103,14216
"2893",2000,"INDIANA","OHIO",18115,"DEMOCRAT",951,2492
"2894",2000,"INDIANA","OHIO",18115,"REPUBLICAN",1515,2492
"2897",2000,"INDIANA","ORANGE",18117,"DEMOCRAT",2601,7458
